"id","name","created","issn","homepage"
"115312524","Progress in Electromagnetics Research Letters","2016-06-24","1937-6480",NULL
"118315377","The American Journal of Chinese Medicine","2016-06-24","0192-415X","http://www.worldscinet.com/ajcm/ajcm.shtm"
"118431517","Rhetorica","2016-06-24","0734-8584","http://www.ucpressjournals.com/journal.asp?j=r"
"121350373","Russian Journal of Mathematical Physics","2016-06-24","1061-9208",NULL
"121830084","BioScience","2016-06-24","0006-3568","http://bioscience.oxfordjournals.org"
"122509743","Environmental Conservation","2016-06-24","1469-4387",NULL
"124430719","Arbitration International","2016-06-24","0957-0411",NULL
"124739764","Flexible Services and Manufacturing Journal","2016-06-24","1936-6582",NULL
"133907260","Basic Research in Cardiology","2016-06-24","0300-8428",NULL
"133942674","Tetrahedron Letters","2016-06-24","0040-4039","http://www.elsevier.com/wps/find/journaldescription.cws_home/233/description#descriptio"
"136275347","Oclc Systems &amp; Services","2016-06-24","1065-075X",NULL
"138959710","Computer Methods and Programs in Biomedicine","2016-06-24","0169-2607",NULL
"139212996","Clinical Chemistry","2016-06-24","0009-9147","http://intl.clinchem.org"
"151378613","The Psychiatrist","2016-06-24","1758-3217",NULL
"160776678","Journal of Near Infrared Spectroscopy","2016-06-24","0967-0335",NULL
"172026999","Veterinary Practitioner","2016-06-24","0972-4036",NULL
"172190229","Revue D Ecologie-la Terre Et La Vie","2016-06-24","0249-7395",NULL
"175477730","Serials: The Journal for The Serials Community","2016-06-24",NULL,NULL
"181123643","The Breast","2016-06-24","0960-9776","http://www.elsevier.com/wps/find/journaldescription.cws_home/623010/descriptio"
"184577771","Differential and Integral Equations","2016-06-24","0893-4983",NULL
"188431908","IZA Journal of Migration","2016-06-24","2193-9039","http://www.izajom.com"
"194022404","Journal of The Korean Institute of Electrical and Electronic Material Engineers","2016-06-24",NULL,NULL
"195414372","Energy Sources","2016-06-24","0090-8312",NULL
"196942124","Presse Medicale","2016-06-24","0755-4982",NULL
"199072448","Philosophia","2016-06-24",NULL,NULL
"199106067","South African Journal of Philosophy","2016-06-24","0258-0136",NULL
"199941106","Reproduction, Fertility and Development","2016-06-24","1031-3613","http://www.publish.csiro.au/r"
"206578720","International Journal of Metaheuristics","2016-06-24","1755-2176",NULL
"2739180214","Journal of Vasyl Stefanyk Precarpathian National University","2017-07-31","2311-0155",NULL
"2754491560","Laboratory practice","2017-09-25","0023-6853",NULL
"2755310670","Kekkaku(Tuberculosis)","2017-09-25","0022-9776",NULL
"2755598183","Sborni&#x0301;k ve&#x030C;decky&#x0301;ch praci&#x0301; Le&#x0301;kar&#x030C;ske&#x0301; fakulty Karlovy university v Hradci Kra&#x0301;love&#x0301;","2017-09-25","0049-5514",NULL
"2755645815","Hormones (Greece)","2017-09-25",NULL,NULL
"2756249488","The Journal of foot surgery","2017-09-25","0449-2544",NULL
"2756355663","Wiener Zeitschrift fu&#x0308;r Nervenheilkunde und deren Grenzgebiete","2017-09-25","0043-5384",NULL
"2764359281","Audio Engineering","2017-10-27",NULL,NULL
"2764455909","Farmers&#039; Weekly","2017-10-27",NULL,NULL
"2764498010","Journal of medicine in the tropics","2017-10-27","2276-7096",NULL
"2764551539","The Australian Journal of Medical Science","2017-10-27","1038-1643",NULL
"2764603850","Indian Journal of Public Health Research and Development","2017-10-27","0976-0245",NULL
"2764611280","International Journal of Pediatrics and Adolescent Medicine","2017-10-27","2352-6467",NULL
"2764652296","European journal of scientific research","2017-10-27",NULL,NULL
"2764658831","British journal of entomology and natural history","2017-10-27","0952-7583",NULL
"2764702005","health promotion perspectives","2017-10-27",NULL,NULL
"2764713228","International journal of organ transplantation medicine","2017-10-27","2008-6482",NULL
"2764737845","Journal of Highway and Transportation Research and Development","2017-10-27",NULL,NULL
"2764748879","Genome Informatics","2017-10-27","0919-9454",NULL
"2764789874","Research of Soil and Water Conservation","2017-10-27",NULL,NULL
"2764813740","Federal Reserve Bulletin","2017-10-27","0014-9209",NULL
"2764950309","Journal of meteorological research","2017-10-27","0368-5942",NULL
"2765007747","Journal of medical imaging","2017-10-27",NULL,NULL
"2765020127","The Korean Journal of Advertising","2017-10-27","1225-0554",NULL
"2765023692","International journal of orthodontics","2017-10-27","0020-7500",NULL
"2765049031","The British journal of psychology. General section","2017-10-27","0373-2460",NULL
"2765068629","Therapeutic advances in hematology","2017-10-27","2040-6207",NULL
"5415759","Cell Stress &amp; Chaperones","2016-06-24","1355-8145",NULL
"7498391","Endocrine Regulations","2016-06-24","1210-0668",NULL
"7783507","Critical Reviews in Eukaryotic Gene Expression","2016-06-24","1045-4403","http://www.begellhouse.com/journals/6dbf508d3b17c437.htm"
"9986330","Breast Care","2016-06-24","1661-3791",NULL
"13812875","Abhandlungen Aus Dem Mathematischen Seminar Der Universitat Hamburg","2016-06-24","0025-5858",NULL
"16530434","European Journal of Health Economics","2016-06-24","1618-7598",NULL
"24000496","Adsorption-journal of The International Adsorption Society","2016-06-24","0929-5607",NULL
"32114090","Mathematics and Computers in Simulation","2016-06-24","0378-4754",NULL
"36558968","Adfl Bulletin","2016-06-24",NULL,NULL
"37273541","on The Horizon","2016-06-24",NULL,NULL
"38681688","Manuscripta","2016-06-24","0025-2603","http://lib.slu.edu/special-collections/publications/manuscript"
"48701664","Acta Neurochirurgica","2016-06-24",NULL,NULL
"54078964","Folia Geobotanica","2016-06-24","1211-9520",NULL
"54133186","Aci Structural Journal","2016-06-24","0889-3241",NULL
"60865174","Journal of the American College of Cardiology","2016-06-24","0735-1097","http://content.onlinejacc.org"
"65790007","New Theatre Quarterly","2016-06-24","0266-464X",NULL
"66032519","Thomist","2016-06-24","0040-6325",NULL
"71015530","Journal of Orthopaedics and Traumatology","2016-06-24","1590-9921",NULL
"71275670","Revue Theologique De Louvain","2016-06-24","0080-2654",NULL
"73535193","Computers &amp; Mathematics With Applications","2016-06-24",NULL,"https://www.journals.elsevier.com/computers-and-mathematics-with-applications"
"73818907","IEEE Transactions on Circuit Theory","2016-06-24","0018-9324",NULL
"78959366","Acta Cardiologica Sinica","2016-06-24","1011-6842",NULL
"80014870","Aggression and Violent Behavior","2016-06-24","1359-1789",NULL
"81604740","Journal of Value Inquiry","2016-06-24","0022-5363","http://www.springer.com/philosophy/journal/1079"
"87475402","Environmental Law","2016-06-24","0046-2276","http://www.lclark.edu/law/law_reviews/environmental_law"
"89954039","Journal of Structural Biology","2016-06-24","1047-8477","http://www.journals.elsevier.com/journal-of-structural-biology"
"90729755","International Journal of Andrology","2016-06-24","0105-6263",NULL
"93195727","International Journal of Management and Enterprise Development","2016-06-24","1468-4330",NULL
"95454600","Journal of Comparative Family Studies","2016-06-24","0047-2328",NULL
"102976925","The Cambridge Quarterly","2016-06-24","0008-199X",NULL
"109822313","G3: Genes, Genomes, Genetics","2016-06-24","2160-1836","http://www.g3journal.org"
"118285737","Upsala Journal of Medical Sciences","2016-06-24","0300-9734",NULL
"125980181","Scandinavian Actuarial Journal","2016-06-24","0346-1238",NULL
"129489020","Sports Medicine, Arthroscopy, Rehabilitation, Therapy &amp; Technology","2016-06-24","1758-2555",NULL
"135086714","Journal of Information Technology","2016-06-24","0268-3962",NULL
"135873401","Teaching in Higher Education","2016-06-24","1356-2517",NULL
"137436721","Graphical Models /graphical Models and Image Processing /computer Vision, Graphics, and Image Processing","2016-06-24","1524-0703",NULL
"156174673","Hepatology","2016-06-24","0270-9139",NULL
"157553855","Journal of Fluency Disorders","2016-06-24","0094-730X",NULL
"162372621","Journal of Physical Oceanography","2016-06-24","0022-3670","http://journals.ametsoc.org/loi/pho"
"163562665","Biblica","2016-06-24","0006-0887","http://www.bsw.org/Biblica"
"172367551","Journal of Psychology and Christianity","2016-06-24","0733-4273","http://www.caps.net/index.php?option=com_content&view=article&id=201&Itemid=23"
"175034139","Wildlife Biology","2016-06-24","0909-6396",NULL
"176690450","Oceanologia","2016-06-24","0078-3234",NULL
"180366410","Pigment Cell Research","2016-06-24","0893-5785",NULL
"188330659","Neophilologus","2016-06-24","0028-2677",NULL
"192723185","Knowledge Management Research &amp; Practice","2016-06-24","1477-8238","http://www.palgrave-journals.com/kmrp/index.htm"
"201266914","Radiation Effects and Defects in Solids","2016-06-24","1042-0150",NULL
"201774735","Kyushu Plant Protection Research","2016-06-24","0385-6410",NULL
"204491027","Pakistan Journal of Zoology","2016-06-24","0030-9923",NULL
"205537954","Minerva","2016-06-24","0026-4695",NULL
"207223816","Pan-pacific Entomologist","2016-06-24","0031-0603",NULL
"964114018","Stosunki Mi&#x0119;dzynarodowe","2016-06-24","1509-3077","http://www.stosunki.pl"
"2493380614","Journal of the Royal Army Medical Corps","2016-08-23","0035-8665",NULL
"2736647464","Annales Universitatis Paedagogicae Cracoviensis. Studia de Cultura","2017-07-31","2083-7275",NULL
"2738126797","Transport Problems","2017-07-31","1896-0596",NULL
"2738848155","Contemporary Economics","2017-07-31","2084-0845",NULL
"2752316783","The Canadian nurse","2017-09-15","0008-4581",NULL
"2753946013","Military surgeon","2017-09-25","0096-6827",NULL
"2754512742","Epidemiologia e prevenzione","2017-09-25",NULL,NULL
"2755158698","Texas dental journal","2017-09-25","0040-4284",NULL
"2764405013","Annual reports on NMR spectroscopy","2017-10-27","0066-4103",NULL
"2764452963","Psychology Teaching Review","2017-10-27","0965-948X",NULL
"2764501791","The Journal of new drugs","2017-10-27","0096-0284",NULL
"2764546121","Monographs in oral science","2017-10-27","0077-0892",NULL
"2764547716","Advanced Optical Technologies","2017-10-27","2192-8584",NULL
"2764590992","The College Student Affairs Journal","2017-10-27","0888-210X",NULL
"2764610365","IOSR Journal of Electronics and Communication Engineering","2017-10-27","2278-2834",NULL
"2764650763","Advance Journal of Food Science and Technology","2017-10-27","2042-4876",NULL
"2764716885","JWSS - Isfahan University of Technology","2017-10-27",NULL,NULL
"2764728225","Psychology Research and Behavior Management","2017-10-27","1179-1578",NULL
"2764748234","Oil &amp; Gas Science and Technology &#x2013; Revue d&#x2019;IFP Energies nouvelles","2017-10-27","1294-4475",NULL
"2764760260","Journal of the Korean Society of Manufacturing Process Engineers","2017-10-27","1598-6721",NULL
"2764779072","The Journal of auditory research","2017-10-27","0021-9177",NULL
"2764803857","Undergraduate Review","2017-10-27",NULL,NULL
"2764827313","Adiyaman University Journal of Social Sciences","2017-10-27",NULL,NULL
"2764827832","Tulsa Journal of Comparative and International Law","2017-10-27","1073-192X",NULL
"2764842179","Additive manufacturing","2017-10-27","2214-8604",NULL
"2764848006","Wyoming Law Review","2017-10-27",NULL,NULL
"2764871758","Topics in health information management","2017-10-27","1065-0989",NULL
"2764900261","Communications in computer and information science","2017-10-27","1865-0929",NULL
"920941","Color Research and Application","2016-06-24","0361-2317",NULL
"8553189","Nature Reviews Genetics","2016-06-24","1471-0056","http://www.nature.com/nrg/index.htm"
"19432699","Iktisat Isletme Ve Finans","2016-06-24",NULL,NULL
"20689109","Ceylon Medical Journal","2016-06-24","0009-0875",NULL
"27177451","International Journal of Business Forecasting and Marketing Intelligence","2016-06-24",NULL,NULL
"35701458","Berkeley Journal of Employment and Labor Law","2016-06-24","1067-7666","http://www.bjell.org"
"39182069","International Journal of Sociology","2016-06-24","0020-7659",NULL
"40135354","Empan","2016-06-24","1152-3336",NULL
"46225466","International Journal of Medical Sciences","2016-06-24","1449-1907","http://www.medsci.org"
"46732370","Europace","2016-06-24","1532-2092","http://europace.oxfordjournals.org"
"49327845","Journal of Musculoskeletal Pain","2016-06-24","1058-2452","http://www.informahealthcare.com/mu"
"50702489","Estudos Ibero-americanos","2016-06-24","0101-4064",NULL
"53148533","Crystallography Reports","2016-06-24","1063-7745",NULL
"54816476","Medical Education","2016-06-24","0308-0110",NULL
"59933527","Information &amp; Computation","2016-06-24","0890-5401","http://iandc.csail.mit.edu"
"62310906","Australian Journal of French Studies","2016-06-24","0004-9468",NULL
"66347800","Rivista Italiana Delle Sostanze Grasse","2016-06-24","0035-6808",NULL
"71144982","Psychological Medicine","2016-06-24","0033-2917","http://journals.cambridge.org/ps"
"72409687","Or Spektrum","2016-06-24",NULL,NULL
"74367812","Journal of Proteome Research","2016-06-24","1535-3893","http://pubs.acs.org/journal/jprob"
"74425158","Turkish Journal of Veterinary &amp; Animal Sciences","2016-06-24","1300-0128",NULL
"74628521","Clinical Neuroradiology-klinische Neuroradiologie","2016-06-24",NULL,NULL
"76304953","Investigative Ophthalmology &amp; Visual Science","2016-06-24","0146-0404","http://www.iovs.org"
"80058157","Journal of Refugee Studies","2016-06-24","0951-6328",NULL
"90911399","Journal of African American Studies","2016-06-24","1559-1646",NULL
"92116416","Contraception Fertilite Sexualite","2016-06-24","1157-8181",NULL
"94954469","Psychiatry, Psychology and Law","2016-06-24","1321-8719",NULL
"95311925","Menopause","2016-06-24","1072-3714","http://journals.lww.com/menopausejournal/pages/default.asp"
"97681155","Canadian Journal of Plastic Surgery","2016-06-24","1195-2199","http://www.pulsus.com/journals/plastic-surgery.htm"
"97764784","Information Technology and Libraries","2016-06-24",NULL,NULL
"106137443","Pharmacology","2016-06-24","0031-7012",NULL
"116566766","Journal of the American Dental Association","2016-06-24","0002-8177","http://jada.ada.org"
"130793754","Critique-studies in Contemporary Fiction","2016-06-24",NULL,NULL
"135029334","Journal of The Chemical Society, Transactions","2016-06-24",NULL,NULL
"141661966","International Journal of Civil Engineering","2016-06-24","1735-0522","http://ijce.iust.ac.ir"
"145784349","TESOL Journal","2016-06-24","1056-7941","http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1949-353"
"146663148","Journal of Public Health Management and Practice","2016-06-24","1078-4659",NULL
"148049300","Sexuality Research and Social Policy","2016-06-24","1868-9884","http://www.springer.com/psychology/personality+%26+social+psychology/journal/1317"
"158504239","Cell Division","2016-06-24","1747-1028",NULL
"160566677","Neuropharmacology","2016-06-24","0028-3908","http://www.elsevier.com/locate/neurophar"
"161550498","Journal of Contemporary History","2016-06-24","0022-0094","http://jch.sagepub.com"
"173027916","Journal of Research in Crime and Delinquency","2016-06-24","0022-4278","http://jrc.sagepub.com"
"173526038","Human Physiology","2016-06-24","0362-1197",NULL
"175033026","World Journal of Radiology","2016-06-24","1949-8470",NULL
"175162306","Ophthalmic Surgery and Lasers","2016-06-24","1082-3069",NULL
"179032277","Cryptogamie Algologie","2016-06-24","0181-1568",NULL
"180813306","International Tinnitus Journal","2016-06-24","0946-5448","http://www.tinnitusjournal.com"
"186126824","Graphs and Combinatorics","2016-06-24","0911-0119",NULL
"190629608","Algorithms","2016-06-24","1999-4893","http://www.mdpi.com/journal/algorithm"
"204851967","European Journal of Combinatorics","2016-06-24","0195-6698","http://www.sciencedirect.com/science/journal/0195669"
"207922018","Intelligenza Artificiale","2016-06-24","1724-8035",NULL
"2737787004","Revista Brasileira de Gest&#x00E3;o e Desenvolvimento Regional","2017-07-31","1809-239X",NULL
"2737849937","Revista Linhas","2017-07-31","1984-7238",NULL
"2738950867","Cureus","2017-07-31","2168-8184",NULL
"2754453236","Archiv fu&#x0308;r Hygiene und Bakteriologie","2017-09-25","0003-9144",NULL
"2755443621","Oklahoma Dental Association","2017-09-25","0164-9442",NULL
"2755883497","Health and social service journal","2017-09-25","0300-8347",NULL
"2764364085","Indian Journal of Plant Genetic Resources","2017-10-27","0971-8184",NULL
"2764374268","Qatar medical journal","2017-10-27","0253-8253",NULL
"2764394011","Universal Journal of Educational Research","2017-10-27","2332-3205",NULL
"2764432123","Brigham Young University International Law &amp; Management Review","2017-10-27","1555-5070",NULL
"2764457833","DIW Economic Bulletin","2017-10-27","2192-7200",NULL
"2764465407","Otolaryngology online journal","2017-10-27","2250-0359",NULL
"2764472780","Management and labour studies","2017-10-27","0258-042X",NULL
"2764549733","Pakistan Journal of Statistics and Operation Research","2017-10-27","1816-2711",NULL
"2764586975","Teaching science","2017-10-27","1449-6313",NULL
"2764636123","Indiana law review","2017-10-27","0090-4198",NULL
"2764657700","Journal of the Korea Institute of Military Science and Technology","2017-10-27","1598-9127",NULL
"2764669884","Chicago-Kent} Law Review","2017-10-27","0009-3599",NULL
"2764678598","Avicenna Journal of Dental Research","2017-10-27","2423-7582",NULL
"2764724089","Journal of Medicinal Plants Studies","2017-10-27","2320-3862",NULL
"2764779615","Journal of The Institution of Engineers : Series A","2017-10-27",NULL,NULL
"2764797633","World affairs: The Journal of International Issues","2017-10-27",NULL,NULL
"2764800269","Tipit&#x00ED;: Journal of the Society for the Anthropology of Lowland South America","2017-10-27","2572-3626",NULL
"2764844505","Journal of Energy Technologies and Policy","2017-10-27","2225-0573",NULL
"2764926913","International Journal of Aviation, Aeronautics, and Aerospace","2017-10-27","2374-6793",NULL
"2765034150","British Journal of Healthcare Management","2017-10-27","1358-0574",NULL
"2765044525","Literature and history","2017-10-27","0306-1973",NULL
"2765045671","The Korean Journal of Consumer and Advertising Psychology","2017-10-27","1229-8778",NULL
"2898264102","Revista de la Sociedad Espa&#x00F1;ola del Dolor","2018-11-02","1134-8046","https://www.sciencedirect.com/journal/revista-de-la-sociedad-espanola-del-dolo"
"1605907","Journal of Maternal-fetal &amp; Neonatal Medicine","2016-06-24","1476-7058","http://www.informahealthcare.com/loi/jm"
"2215384","The Foundation Years","2016-06-24","1744-1889",NULL
"2235546","Pharmacy and Pharmacology Communications","2016-06-24","1460-8081",NULL
"4832761","Economia E Sociedade","2016-06-24","0104-0618",NULL
"6769275","Molecular Medicine","2016-06-24","1076-1551","http://www.molmed.org"
"10446503","Environmental Health Perspectives","2016-06-24","0091-6765","http://ehp03.niehs.nih.gov/home.actio"
"12511572","Clinical Otolaryngology","2016-06-24","1749-4478",NULL
"13215905","Beilstein Journal of Organic Chemistry","2016-06-24","1860-5397","http://www.beilstein-journals.org/bjoc"
"14445259","Social Justice","2016-06-24","1043-1578","http://www.socialjusticejournal.org"
"24117370","Jezikoslovlje","2016-06-24","1331-7202",NULL
"26640692","Journal of Policy History","2016-06-24","0898-0306",NULL
"42307217","Toxicology and Applied Pharmacology","2016-06-24","0041-008X","http://www.elsevier.com/wps/find/journaldescription.cws_home/622951/description#descriptio"
"43621796","African American Review","2016-06-24","1062-4783","http://aar.slu.edu"
"49549746","The Journal of Psychology","2016-06-24","0022-3980",NULL
"56399094","Feminist Criminology","2016-06-24","1557-0851","http://www.sagepub.com/journals/Journal20177"
"56752001","Journal of The Society of Leather Technologists and Chemists","2016-06-24",NULL,NULL
"63018980","European Journal of Engineering Education","2016-06-24","0304-3797",NULL
"63239782","Engineering Letters","2016-06-24","1816-093X",NULL
"63477337","Human Pathology","2016-06-24","0046-8177",NULL
"64471956","Anesthesiology Clinics of North America","2016-06-24","0889-8537",NULL
"66051165","Health Information and Libraries Journal","2016-06-24","1471-1834",NULL
"89963981","Journal of Superconductivity and Novel Magnetism","2016-06-24","1557-1939",NULL
"90347677","Quality of Life Research","2016-06-24","0962-9343",NULL
"90376174","Astrophysical Bulletin","2016-06-24","1990-3413",NULL
"90402850","Okajimas Folia Anatomica Japonica","2016-06-24","0030-154X",NULL
"92200751","Iranian Journal of Radiology","2016-06-24","1735-1065",NULL
"95671269","The Journal of Smoking Cessation","2016-06-24",NULL,NULL
"97293958","Metrika","2016-06-24","0026-1335",NULL
"105482265","Research in Human Development","2016-06-24","1542-7609",NULL
"107325288","Social Choice and Welfare","2016-06-24","0176-1714",NULL
"109698431","English Literary Renaissance","2016-06-24","0013-8312","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1475-675"
"113020877","Social Epistemology","2016-06-24","0269-1728",NULL
"118879562","Chinese Journal of Chemical Physics","2016-06-24",NULL,NULL
"123665906","Nuclear Data Sheets","2016-06-24","0090-3752",NULL
"125733402","Investigacion Economica","2016-06-24","0185-1667",NULL
"126474381","Iheringia Serie Zoologia","2016-06-24","0073-4721",NULL
"130126452","Journal of the Royal Naval Medical Service","2016-06-24","0035-9033",NULL
"132625027","Lexikos","2016-06-24","1684-4904","http://lexikos.journals.ac.za"
"136622136","European Journal of Special Needs Education","2016-06-24","0885-6257",NULL
"137519996","Electronic Markets","2016-06-24","1019-6781","http://www.electronicmarkets.org"
"140176541","Journal of Criminal Justice","2016-06-24","0047-2352",NULL
"142990027","Journal of Marketing","2016-06-24","0022-2429",NULL
"144178814","International Review for the Sociology of Sport","2016-06-24","1012-6902","http://irs.sagepub.com"
"146952083","Journal of Shoulder and Elbow Surgery","2016-06-24","1058-2746","http://www.jshoulderelbow.org"
"152993997","Psychopharmacology Bulletin","2016-06-24","0048-5764",NULL
"154368109","International Journal of Machine Tools &amp; Manufacture","2016-06-24","0890-6955",NULL
"155115555","Epigenetics &amp; Chromatin","2016-06-24","1756-8935",NULL
"161516442","Journal of Computer Science and Technology","2016-06-24","1000-9000",NULL
"163658187","Journal of The Chemical Society D: Chemical Communications","2016-06-24",NULL,NULL
"164417264","Soils and Foundations","2016-06-24","0038-0806",NULL
"173545647","Biomedical Microdevices","2016-06-24","1387-2176","http://www.springer.com/journal/10544"
"179575189","Judgment and Decision Making","2016-06-24","1930-2975",NULL
"181874320","Hellenic Journal of Nuclear Medicine","2016-06-24","1790-5427",NULL
"185633919","Down Syndrome Research and Practice","2016-06-24","0968-7912",NULL
"186558940","Transport Policy","2016-06-24","0967-070X",NULL
"189395249","Public Administration and Development","2016-06-24",NULL,NULL
"193927184","Annals of African Medicine","2016-06-24","1596-3519","http://www.annalsafrmed.org"
"200215768","Revista Caatinga","2016-06-24","0100-316X",NULL
"205086949","American Journal of Botany","2016-06-24","0002-9122","http://www.amjbot.org"
"205940958","Fornv&#x00E4;nnen","2016-06-24","0015-7813","http://fornvannen.se"
"1035754523","Signa-revista De La Asociacion Espanola De Semiotica","2016-06-24","1133-3634",NULL
"2595313807","arXiv: Numerical Analysis","2017-03-23",NULL,NULL
"2737904396","Ratarstvo i Povrtarstvo","2017-07-31","1821-3944",NULL
"2738105856","Economics and Finance in Indonesia","2017-07-31","2442-9260",NULL
"2738700514","Cuadernos de Econom&#x00ED;a Cr&#x00ED;tica","2017-07-31","2408-400X",NULL
"201122437","Journal of Function Spaces and Applications","2016-06-24","0972-6802",NULL
"2754044173","Annales de medecine legale, criminologie, police scientifique et toxicologie","2017-09-25",NULL,NULL
"2754811926","Les Cahiers du Colle&#x0300;ge de me&#x0301;decine des ho&#x0302;pitaux de Paris","2017-09-25","0375-877X",NULL
"2754860161","Annals of clinical research","2017-09-25","0003-4762",NULL
"2754953863","Transactions of the American Clinical and Climatological Association","2017-09-25","0065-7778",NULL
"2755395445","Revue franc&#x0327;aise d&#039;odonto-stomatologie","2017-09-25","0035-3043",NULL
"2755455895","ASDC journal of dentistry for children","2017-09-25","1945-1954",NULL
"2755767954","Northwest medicine","2017-09-25","0029-3385",NULL
"2755888722","Acta medica Academiae Scientiarum Hungaricae","2017-09-25","0001-5989",NULL
"2764347585","Nuclear Electronics and Detection Technology","2017-10-27","0258-0934",NULL
"2764349462","Alexandria: The Journal of National and International Library and Information Issues","2017-10-27","0955-7490",NULL
"2764371610","Western medicine; the medical journal of the west","2017-10-27","0511-7712",NULL
"2764449905","DE; the journal of dental engeering","2017-10-27","0385-0129",NULL
"2764502337","Dankook Law Riview","2017-10-27","1738-3242",NULL
"2764622253","Multiple sclerosis and related disorders","2017-10-27","2211-0348",NULL
"2764656623","Huria: Journal of the Open University of Tanzania","2017-10-27","0856-6739",NULL
"2764663436","Korean Journal of Elementary Education","2017-10-27","1976-698X",NULL
"2764677969","Niigata Igakkai zasshi. Niigata medical journal","2017-10-27",NULL,NULL
"2764713123","International Journal of Yoga, Physiotherapy and Physical Education","2017-10-27",NULL,NULL
"2764743926","Facts, views &amp; vision in obgyn","2017-10-27",NULL,NULL
"2764772576","Research Journal of Animal Husbandry and Dairy Science","2017-10-27","0976-5646",NULL
"2764836965","Sapporo igaku zasshi. The Sapporo medical journal","2017-10-27","0036-472X",NULL
"2764867202","Communications in Mathematics and Applications","2017-10-27","0975-8607",NULL
"2764911903","Clinics in rheumatic diseases","2017-10-27","0307-742X",NULL
"2764921924","Chinese Journal of Hepatobiliary Surgery","2017-10-27","1007-8118",NULL
"2765058360","Journal of Basic Design &amp; Art","2017-10-27","1598-8635",NULL
"285199","Botanical Review","2016-06-24","0006-8101",NULL
"720488","The Open Medical Informatics Journal","2016-06-24","1874-4311",NULL
"8391440","Cancer Epidemiology, Biomarkers &amp; Prevention","2016-06-24","1055-9965","http://cebp.aacrjournals.org/"
"9070569","International Journal of Impact Engineering","2016-06-24","0734-743X",NULL
"11925254","Herpetologica","2016-06-24","0018-0831",NULL
"12647387","Optimization Letters","2016-06-24","1862-4472",NULL
"13479253","Environmental Science &amp; Technology","2016-06-24","0013-936X","http://pubs.acs.org/journals/esthag"
"13948593","AlterNative","2016-06-24","1177-1801","http://www.alternative.ac.nz"
"16603589","Publishing Research Quarterly","2016-06-24","1053-8801",NULL
"19605986","Eurasip Journal on Audio, Speech, and Music Processing","2016-06-24","1687-4714",NULL
"22619840","Fire Ecology","2016-06-24","1933-9747",NULL
"31497010","Journal of Child Language","2016-06-24","0305-0009","http://journals.cambridge.org/jc"
"31561759","Hospital Topics","2016-06-24","0018-5868",NULL
"35042648","The Open Rheumatology Journal","2016-06-24","1874-3129",NULL
"39864733","Rice","2016-06-24","1939-8425",NULL
"40503316","Scientific Journal of Riga Technical University. Computer Sciences","2016-06-24","1407-7493",NULL
"41211651","Current Opinion in Gastroenterology","2016-06-24","0267-1379",NULL
"43579522","Library","2016-06-24","0024-2160",NULL
"44471553","Immunological Investigations","2016-06-24","0882-0139",NULL
"46124462","International Journal of Surface Mining, Reclamation and Environment","2016-06-24","1389-5265",NULL
"47042909","Feminist Review","2016-06-24","0141-7789",NULL
"47190238","Social Work in Public Health","2016-06-24","1937-190X",NULL
"52165136","Family Practice","2016-06-24","0263-2136","http://fampra.oupjournals.org"
"58217247","Nuclear Data Sheets. Section B","2016-06-24","0090-550X",NULL
"63730871","Southern Journal of Philosophy","2016-06-24","0038-4283","http://www.wiley.com/bw/journal.asp?ref=SJ"
"64516541","European Journal of Medical Research","2016-06-24","0949-2321","http://www.eurjmedres.com"
"71994424","Leprosy Review","2016-06-24","0305-7518",NULL
"73794665","Critical Reviews in Immunology","2016-06-24","1040-8401","http://www.begellhouse.com/journals/2ff21abf44b19838.htm"
"75269686","Journal of Electrophoresis","2016-06-24","1349-9394",NULL
"83219165","Journal of Applied Research in Intellectual Disabilities","2016-06-24",NULL,NULL
"83601517","Tijdschrift Voor Psychotherapie","2016-06-24",NULL,NULL
"88066655","Journal of Educational Administration","2016-06-24","0957-8234",NULL
"88226677","Phytochemistry","2016-06-24","0031-9422","http://www.journals.elsevier.com/phytochemistry"
"88308652","Food Australia","2016-06-24","1032-5298",NULL
"95725323","Advances in Physiology Education","2016-06-24","1043-4046",NULL
"98289679","British Journal of Development Psychology","2016-06-24","0261-510X","http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)2044-835"
"98685034","Mathematical Physics Analysis and Geometry","2016-06-24","1385-0172",NULL
"108630842","Geriatric Nephrology and Urology","2016-06-24",NULL,NULL
"116094739","Tribology Letters","2016-06-24","1023-8883",NULL
"116826539","JOM","2016-06-24","1047-4838",NULL
"118949341","T&#039;oung Pao","2016-06-24","0082-5433","http://www.brill.nl/toung-pa"
"119013950","British Journal of Biomedical Science","2016-06-24","0967-4845",NULL
"120133624","American Journal of Criminal Justice","2016-06-24","1066-2316",NULL
"121010296","Perspectives in Vascular Surgery and Endovascular Therapy","2016-06-24","1531-0035","http://pvs.sagepub.com"
"123849098","Behaviour &amp; Information Technology","2016-06-24","0144-929X",NULL
"127856283","Reading Psychology","2016-06-24","0270-2711",NULL
"139336729","Journal of Applied Security Research","2016-06-24","1936-1610",NULL
"146335943","Building Services Engineering Research and Technology","2016-06-24","0143-6244","http://www.sagepub.com/journals/Journal201803/titl"
